_id,date,center_name,attendance_count
40750749,2024-12-12,Magee Community Center,36
40750750,2024-12-12,Paulson Community Center,14
40750751,2024-12-12,Ormsby Community Center,11
40750752,2024-12-11,Warrington Community Center,41
40750753,2024-12-11,West Penn Community Center,85
40750754,2024-12-11,Brookline Community Center,26
40750755,2024-12-11,Magee Community Center,35
40750756,2024-12-11,Jefferson Community Center,32
40750757,2024-12-11,Ormsby Community Center,10
40750758,2024-12-11,Paulson Community Center,18
40750759,2024-12-10,West Penn Community Center,148
40750760,2024-12-10,Warrington Community Center,54
40750761,2024-12-10,Ammon Community Center,2
40750762,2024-12-10,Arlington Community Center,67
40750763,2024-12-10,Brookline Community Center,46
40750764,2024-12-10,Jefferson Community Center,65
40750765,2024-12-10,Magee Community Center,26
40750766,2024-12-10,Paulson Community Center,17
40750767,2024-12-10,Ormsby Community Center,4
40750768,2024-12-09,Warrington Community Center,44
40750769,2024-12-09,West Penn Community Center,75
40750770,2024-12-09,Arlington Community Center,19
40750771,2024-12-09,Ammon Community Center,1
40750772,2024-12-09,Brookline Community Center,38
40750773,2024-12-09,Magee Community Center,35
40750774,2024-12-09,Jefferson Community Center,64
40750775,2024-12-09,Ormsby Community Center,7
40750776,2024-12-09,Paulson Community Center,16
40750777,2024-12-07,West Penn Community Center,41
40750778,2024-12-07,Warrington Community Center,5
40750779,2024-12-07,Ammon Community Center,1
40750780,2024-12-07,Brookline Community Center,7
40750781,2024-12-07,Magee Community Center,9
40750782,2024-12-07,Ormsby Community Center,3
40750783,2024-12-06,Warrington Community Center,19
40750784,2024-12-06,West Penn Community Center,50
40750785,2024-12-06,Ammon Community Center,23
40750786,2024-12-06,Arlington Community Center,28
40750787,2024-12-06,Brookline Community Center,38
40750788,2024-12-06,Magee Community Center,20
40750789,2024-12-06,Jefferson Community Center,62
40750790,2024-12-06,Ormsby Community Center,9
40750791,2024-12-06,Paulson Community Center,21
40750792,2024-12-05,West Penn Community Center,122
40750793,2024-12-05,Warrington Community Center,37
40750794,2024-12-05,Arlington Community Center,5
40750795,2024-12-05,Brookline Community Center,33
40750796,2024-12-05,Jefferson Community Center,31
40750797,2024-12-05,Magee Community Center,28
40750798,2024-12-05,Paulson Community Center,14
40750799,2024-12-05,Ormsby Community Center,6
40750800,2024-12-04,Warrington Community Center,40
40750801,2024-12-04,West Penn Community Center,97
40750802,2024-12-04,Arlington Community Center,24
40750803,2024-12-04,Ammon Community Center,3
40750804,2024-12-04,Brookline Community Center,34
40750805,2024-12-04,Magee Community Center,35
40750806,2024-12-04,Jefferson Community Center,65
40750807,2024-12-04,Ormsby Community Center,17
40750808,2024-12-04,Paulson Community Center,20
40750809,2024-12-03,West Penn Community Center,201
40750810,2024-12-03,Warrington Community Center,37
40750811,2024-12-03,Ammon Community Center,3
40750812,2024-12-03,Arlington Community Center,29
40750813,2024-12-03,Brookline Community Center,53
40750814,2024-12-03,Jefferson Community Center,35
40750815,2024-12-03,Magee Community Center,38
40750816,2024-12-03,Paulson Community Center,20
40750817,2024-12-03,Ormsby Community Center,11
40750818,2024-12-02,Warrington Community Center,38
40750819,2024-12-02,West Penn Community Center,88
40750820,2024-12-02,Arlington Community Center,16
40750821,2024-12-02,Brookline Community Center,27
40750822,2024-12-02,Magee Community Center,25
40750823,2024-12-02,Jefferson Community Center,32
40750824,2024-12-02,Ormsby Community Center,9
40750825,2024-12-02,Paulson Community Center,17
40750826,2024-11-29,Ammon Community Center,1
40750827,2024-11-27,West Penn Community Center,92
40750828,2024-11-27,Warrington Community Center,47
40750829,2024-11-27,Ammon Community Center,4
40750830,2024-11-27,Arlington Community Center,7
40750831,2024-11-27,Brookline Community Center,24
40750832,2024-11-27,Jefferson Community Center,61
40750833,2024-11-27,Magee Community Center,30
40750834,2024-11-27,Paulson Community Center,8
40750835,2024-11-27,Ormsby Community Center,5
40750836,2024-11-26,Warrington Community Center,38
40750837,2024-11-26,West Penn Community Center,162
40750838,2024-11-26,Arlington Community Center,23
40750839,2024-11-26,Brookline Community Center,42
40750840,2024-11-26,Magee Community Center,35
40750841,2024-11-26,Jefferson Community Center,60
40750842,2024-11-26,Ormsby Community Center,12
40750843,2024-11-26,Paulson Community Center,22
40750844,2024-11-25,West Penn Community Center,78
40750845,2024-11-25,Warrington Community Center,51
40750846,2024-11-25,Arlington Community Center,10
40750847,2024-11-25,Ammon Community Center,2
40750848,2024-11-25,Brookline Community Center,28
40750849,2024-11-25,Jefferson Community Center,64
40750850,2024-11-25,Magee Community Center,54
40750851,2024-11-25,Paulson Community Center,24
40750852,2024-11-25,Ormsby Community Center,12
40750853,2024-11-23,Warrington Community Center,7
40750854,2024-11-23,West Penn Community Center,25
40750855,2024-11-23,Brookline Community Center,13
40750856,2024-11-23,Magee Community Center,18
40750857,2024-11-23,Ormsby Community Center,3
40750858,2024-11-23,Paulson Community Center,3
40750859,2024-11-22,West Penn Community Center,39
40750860,2024-11-22,Warrington Community Center,52
40750861,2024-11-22,Ammon Community Center,2
40750862,2024-11-22,Arlington Community Center,11
40750863,2024-11-22,Brookline Community Center,25
40750864,2024-11-22,Magee Community Center,51
40750865,2024-11-22,Jefferson Community Center,66
40750866,2024-11-22,Paulson Community Center,16
40750867,2024-11-22,Ormsby Community Center,4
40750868,2024-11-21,Warrington Community Center,30
40750869,2024-11-21,West Penn Community Center,155
40750870,2024-11-21,Arlington Community Center,10
40750871,2024-11-21,Brookline Community Center,44
40750872,2024-11-21,Jefferson Community Center,28
40750873,2024-11-21,Magee Community Center,37
40750874,2024-11-21,Ormsby Community Center,3
40750875,2024-11-21,Paulson Community Center,20
40750876,2024-11-20,West Penn Community Center,135
40750877,2024-11-20,Warrington Community Center,60
40750878,2024-11-20,Arlington Community Center,66
40750879,2024-11-20,Brookline Community Center,27
40750880,2024-11-20,Magee Community Center,24
40750881,2024-11-20,Paulson Community Center,21
40750882,2024-11-20,Ormsby Community Center,8
40750883,2024-11-19,Warrington Community Center,66
40750884,2024-11-19,West Penn Community Center,176
40750885,2024-11-19,Arlington Community Center,32
40750886,2024-11-19,Ammon Community Center,26
40750887,2024-11-19,Brookline Community Center,51
40750888,2024-11-19,Magee Community Center,31
40750889,2024-11-19,Jefferson Community Center,58
40750890,2024-11-19,Ormsby Community Center,12
40750891,2024-11-19,Paulson Community Center,22
40750892,2024-11-18,West Penn Community Center,53
40750893,2024-11-18,Warrington Community Center,67
40750894,2024-11-18,Ammon Community Center,2
40750895,2024-11-18,Arlington Community Center,27
40750896,2024-11-18,Brookline Community Center,42
40750897,2024-11-18,Jefferson Community Center,31
40750898,2024-11-18,Magee Community Center,44
40750899,2024-11-18,Paulson Community Center,29
40750900,2024-11-18,Ormsby Community Center,13
40750901,2024-11-16,Warrington Community Center,2
40750902,2024-11-16,West Penn Community Center,22
40750903,2024-11-16,Ammon Community Center,7
40750904,2024-11-16,Brookline Community Center,9
40750905,2024-11-16,Magee Community Center,2
40750906,2024-11-16,Ormsby Community Center,4
40750907,2024-11-16,Paulson Community Center,7
40750908,2024-11-15,West Penn Community Center,55
40750909,2024-11-15,Warrington Community Center,58
40750910,2024-11-15,Ammon Community Center,34
40750911,2024-11-15,Arlington Community Center,15
40750912,2024-11-15,Brookline Community Center,25
40750913,2024-11-15,Magee Community Center,62
40750914,2024-11-15,Jefferson Community Center,67
40750915,2024-11-15,Paulson Community Center,19
40750916,2024-11-15,Ormsby Community Center,10
40750917,2024-11-14,Warrington Community Center,28
40750918,2024-11-14,West Penn Community Center,137
40750919,2024-11-14,Arlington Community Center,19
40750920,2024-11-14,Ammon Community Center,3
40750921,2024-11-14,Brookline Community Center,50
40750922,2024-11-14,Jefferson Community Center,57
40750923,2024-11-14,Magee Community Center,23
40750924,2024-11-14,Ormsby Community Center,4
40750925,2024-11-14,Paulson Community Center,17
40750926,2024-11-13,West Penn Community Center,101
40750927,2024-11-13,Warrington Community Center,68
40750928,2024-11-13,Arlington Community Center,70
40750929,2024-11-13,Brookline Community Center,26
40750930,2024-11-13,Magee Community Center,28
40750931,2024-11-13,Jefferson Community Center,63
40750932,2024-11-13,Paulson Community Center,25
40750933,2024-11-13,Ormsby Community Center,11
40750934,2024-11-12,Warrington Community Center,78
40750935,2024-11-12,West Penn Community Center,263
40750936,2024-11-12,Arlington Community Center,29
40750937,2024-11-12,Ammon Community Center,4
40750938,2024-11-12,Brookline Community Center,47
40750939,2024-11-12,Jefferson Community Center,61
40750940,2024-11-12,Magee Community Center,22
40750941,2024-11-12,Ormsby Community Center,8
40750942,2024-11-12,Paulson Community Center,23
40750943,2024-11-09,Magee Community Center,1
40750944,2024-11-08,West Penn Community Center,26
40750945,2024-11-08,Warrington Community Center,55
40750946,2024-11-08,Ammon Community Center,7
40750947,2024-11-08,Arlington Community Center,31
40750948,2024-11-08,Brookline Community Center,31
40750949,2024-11-08,Magee Community Center,32
40750950,2024-11-08,Jefferson Community Center,40
40750951,2024-11-08,Paulson Community Center,20
40750952,2024-11-08,Ormsby Community Center,4
40750953,2024-11-07,Warrington Community Center,32
40750954,2024-11-07,West Penn Community Center,106
40750955,2024-11-07,Arlington Community Center,21
40750956,2024-11-07,Ammon Community Center,29
40750957,2024-11-07,Brookline Community Center,43
40750958,2024-11-07,Jefferson Community Center,43
40750959,2024-11-07,Magee Community Center,39
40750960,2024-11-07,Ormsby Community Center,11
40750961,2024-11-07,Paulson Community Center,18
40750962,2024-11-06,West Penn Community Center,116
40750963,2024-11-06,Warrington Community Center,57
40750964,2024-11-06,Ammon Community Center,4
40750965,2024-11-06,Arlington Community Center,64
40750966,2024-11-06,Brookline Community Center,21
40750967,2024-11-06,Magee Community Center,34
40750968,2024-11-06,Jefferson Community Center,35
40750969,2024-11-06,Paulson Community Center,32
40750970,2024-11-06,Ormsby Community Center,7
40750971,2024-11-05,West Penn Community Center,2
40750972,2024-11-05,Arlington Community Center,1
40750973,2024-11-05,Brookline Community Center,1
40750974,2024-11-05,Magee Community Center,29
40750975,2024-11-05,Ormsby Community Center,5
40750976,2024-11-04,West Penn Community Center,78
40750977,2024-11-04,Warrington Community Center,68
40750978,2024-11-04,Ammon Community Center,4
40750979,2024-11-04,Brookline Community Center,34
40750980,2024-11-04,Magee Community Center,44
40750981,2024-11-04,Jefferson Community Center,34
40750982,2024-11-04,Ormsby Community Center,7
40750983,2024-11-04,Paulson Community Center,21
40750984,2024-11-02,Warrington Community Center,4
40750985,2024-11-02,West Penn Community Center,59
40750986,2024-11-02,Ammon Community Center,1
40750987,2024-11-02,Brookline Community Center,11
40750988,2024-11-02,Magee Community Center,3
40750989,2024-11-02,Paulson Community Center,7
40750990,2024-11-02,Ormsby Community Center,1
40750991,2024-11-01,West Penn Community Center,55
40750992,2024-11-01,Warrington Community Center,34
40750993,2024-11-01,Ammon Community Center,14
40750994,2024-11-01,Arlington Community Center,16
40750995,2024-11-01,Brookline Community Center,27
40750996,2024-11-01,Magee Community Center,36
40750997,2024-11-01,Jefferson Community Center,57
40750998,2024-11-01,Ormsby Community Center,5
40750999,2024-11-01,Paulson Community Center,27
40751000,2024-10-31,Warrington Community Center,17
40751001,2024-10-31,West Penn Community Center,129
40751002,2024-10-31,Ammon Community Center,6
40751003,2024-10-31,Brookline Community Center,37
40751004,2024-10-31,Jefferson Community Center,42
40751005,2024-10-31,Magee Community Center,11
40751006,2024-10-31,Paulson Community Center,17
40751007,2024-10-31,Ormsby Community Center,3
40751008,2024-10-30,West Penn Community Center,57
40751009,2024-10-30,Warrington Community Center,51
40751010,2024-10-30,Ammon Community Center,32
40751011,2024-10-30,Arlington Community Center,83
40751012,2024-10-30,Brookline Community Center,29
40751013,2024-10-30,Magee Community Center,30
40751014,2024-10-30,Jefferson Community Center,70
40751015,2024-10-30,Ormsby Community Center,10
40751016,2024-10-30,Paulson Community Center,31
40751017,2024-10-29,Warrington Community Center,34
40751018,2024-10-29,West Penn Community Center,142
40751019,2024-10-29,Arlington Community Center,33
40751020,2024-10-29,Ammon Community Center,30
40751021,2024-10-29,Brookline Community Center,39
40751022,2024-10-29,Jefferson Community Center,54
40751023,2024-10-29,Magee Community Center,13
40751024,2024-10-29,Paulson Community Center,23
40751025,2024-10-29,Ormsby Community Center,8
40751026,2024-10-28,West Penn Community Center,56
40751027,2024-10-28,Warrington Community Center,26
40751028,2024-10-28,Ammon Community Center,33
40751029,2024-10-28,Arlington Community Center,34
40751030,2024-10-28,Brookline Community Center,28
40751031,2024-10-28,Magee Community Center,32
40751032,2024-10-28,Jefferson Community Center,36
40751033,2024-10-28,Ormsby Community Center,10
40751034,2024-10-28,Paulson Community Center,20
40751035,2024-10-26,Warrington Community Center,12
40751036,2024-10-26,West Penn Community Center,25
40751037,2024-10-26,Brookline Community Center,3
40751038,2024-10-26,Magee Community Center,4
40751039,2024-10-26,Paulson Community Center,1
40751040,2024-10-26,Ormsby Community Center,4
40751041,2024-10-25,West Penn Community Center,28
